Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
221958,Female,27,7.3,Build muscle,4,,643.34,Accessories,Brand Website
771155,Female,24,6.2,Endurance training,4,2173,659.13,Leisure,Physical Retailer
231932,Male,22,7.4,Fat loss,2,1752,761.12,Performance,Physical Retailer
465838,Female,23,6,Build muscle,0,2884,234.87,Performance,E-commerce Retailer
359178,Female,18,9.3,Build muscle,5,2559,539.69,Leisure,E-commerce Retailer
744167,Male,23,5.7,Flexibility,1,1606,818.03,Outerwear,Physical Retailer
210268,Male,30,5.5,Build muscle,2,2719,867.62,Performance,Brand Website
832180,Female,26,6.9,Fat loss,1,1940,587.83,Accessories,Physical Retailer
154886,Male,32,7,Fat loss,4,,868.63,Accessories,E-commerce Retailer
237337,Male,24,,Build muscle,0,2870,865.06,,Physical Retailer
621430,Female,31,5.4,Build muscle,1,,684.46,Performance,Brand Website
187498,Male,29,5.8,Build muscle,1,2551,895.53,Leisure,Brand Website
999159,Male,25,4.4,General health,1,2371,699.35,Footwear,Physical Retailer
275203,Male,24,7.3,Fat loss,1,1533,635.62,Performance,Brand Website
291335,Female,26,,Endurance training,1,2095,251.09,Performance,E-commerce Retailer
378167,Male,30,4.3,Flexibility,1,1588,865.03,,E-commerce Retailer
141090,Female,29,,General health,1,2030,563.29,Footwear,Physical Retailer
429365,Male,28,6.699999999999999,Fat loss,3,1955,547.7,Accessories,Physical Retailer
164820,Female,22,7,Fat loss,1,1774,303.55,Performance,Physical Retailer
887201,Male,22,6.5,Endurance training,5,2245,584.06,Footwear,E-commerce Retailer
421879,Female,25,3.9,Endurance training,1,2110,579.58,Performance,Physical Retailer
818315,Male,24,7.4,Fat loss,1,1733,835.77,Footwear,Physical Retailer
427069,Other,29,5.1,Endurance training,2,,386.92,Leisure,Physical Retailer
876997,Female,21,8.600000000000001,Build muscle,4,2976,442.38,Performance,Physical Retailer
299041,Male,26,5.6,Fat loss,1,1916,595.3,Footwear,Physical Retailer
891743,Female,25,5.699999999999999,Build muscle,1,2665,526.59,Accessories,Physical Retailer
203355,Male,44,7.3,Build muscle,5,2627,758.55,Performance,Physical Retailer
335796,Male,31,5.7,Build muscle,0,2736,865.06,Outerwear,Physical Retailer
314176,Male,23,5.9,Endurance training,1,2493,832.35,Performance,Physical Retailer
284779,Male,19,8.7,Fat loss,4,1790,747.12,Performance,Brand Website
447449,Male,29,6.2,Build muscle,3,2606,733.86,Performance,Physical Retailer
521909,Male,21,6.2,Fat loss,0,1627,632.53,Outerwear,Physical Retailer
358795,Female,20,7.800000000000001,Fat loss,4,1694,280.48,Leisure,Physical Retailer
586232,Male,24,8.2,Build muscle,5,2838,868.88,Performance,E-commerce Retailer
600186,Male,25,3.6,Endurance training,1,2393,937.67,Footwear,Brand Website
256730,Male,27,4.5,General health,1,2274,753.44,Yoga,Physical Retailer
970910,Male,34,5.9,General health,5,2454,701.47,Outerwear,Brand Website
484681,Male,32,4.6,Endurance training,1,2394,638.25,,Physical Retailer
249503,Female,28,6.4,Fat loss,1,1610,386.86,Yoga,Physical Retailer
754811,Male,27,7.2,Build muscle,4,2589,644.03,Footwear,E-commerce Retailer
627035,Male,28,7.7,Build muscle,5,2750,1077.3,Performance,Physical Retailer
748143,Male,30,5.3,Build muscle,1,2779,603.85,Performance,Physical Retailer
552366,Male,31,5,Flexibility,4,1832,841.05,Performance,E-commerce Retailer
165725,Female,22,8.6,Build muscle,5,2723,660.46,Performance,E-commerce Retailer
229981,Male,24,7.1,Build muscle,4,2600,889.86,Outerwear,E-commerce Retailer
184654,Female,21,,General health,3,1931,519.18,Leisure,E-commerce Retailer
691723,Other,40,5.8,Flexibility,4,1512,738.65,Yoga,E-commerce Retailer
419030,Male,37,6.4,General health,4,2256,592.73,,Physical Retailer
428947,Female,27,5.5,Build muscle,3,2940,573.78,Performance,Brand Website
655839,Male,29,5.1000000000000005,Build muscle,0,2996,1025.92,Outerwear,Brand Website
373538,Female,33,6.2,Build muscle,5,2597,739.45,,E-commerce Retailer
431236,Male,20,6.8,Build muscle,1,2619,629.14,Performance,E-commerce Retailer
628178,Female,27,6.4,Build muscle,4,2792,368.69,Outerwear,Brand Website
665894,Male,18,8.5,Fat loss,4,1803,652.89,Performance,Physical Retailer
589492,Male,20,4.6,Flexibility,1,1500,782.95,Accessories,E-commerce Retailer
356840,Male,23,7.199999999999999,Build muscle,5,2559,1039.87,Performance,E-commerce Retailer
573254,Female,29,,Endurance training,1,2249,347.43,Performance,Physical Retailer
449457,Female,25,4.3,Endurance training,1,2139,354.09,Performance,E-commerce Retailer
765987,Female,22,8.4,Build muscle,4,2648,621.45,Yoga,Physical Retailer
370936,Male,27,5.3,Endurance training,3,2394,712.53,,Physical Retailer
339931,Female,29,6.2,Build muscle,4,2543,531.78,Performance,Physical Retailer
339629,Male,26,7.7,Build muscle,4,2870,830.11,Outerwear,Physical Retailer
305041,Male,18,5.1,General health,2,2497,484.61,Performance,Brand Website
798361,Male,23,8.7,Build muscle,5,2607,698.97,Accessories,E-commerce Retailer
831912,Female,30,,Flexibility,1,1543,401.88,Yoga,E-commerce Retailer
517113,Male,29,4.5,Build muscle,1,2577,718.06,Yoga,E-commerce Retailer
168148,Female,22,7.699999999999999,Fat loss,1,1725,751.8,Accessories,Physical Retailer
877089,Female,21,7.1,Fat loss,2,1661,689.62,Performance,Physical Retailer
748531,Male,33,6.3,Build muscle,4,2780,788.47,Accessories,Physical Retailer
351995,Male,32,,Build muscle,2,2752,997.02,Performance,Brand Website
778843,Male,29,5.9,Endurance training,4,2131,695.53,Footwear,Physical Retailer
672843,Male,27,5.8,General health,3,2247,1079.63,Performance,Brand Website
356508,Male,21,4.8,General health,1,2273,699.3,Yoga,Brand Website
903591,Male,41,7.2,Fat loss,5,1643,813.38,Footwear,E-commerce Retailer
996942,Female,20,6.2,General health,1,1908,602.86,Performance,Brand Website
206530,Male,32,6.3,Endurance training,4,2193,818.51,Leisure,E-commerce Retailer
704365,Female,30,6.8,General health,5,1834,922.6,Accessories,Physical Retailer
922352,Female,29,5.699999999999999,Fat loss,1,1966,745.85,Accessories,E-commerce Retailer
560337,Female,33,3.8,Endurance training,1,2389,583.37,Performance,Brand Website
824839,Female,22,6,General health,1,2074,875.47,Leisure,Physical Retailer
905889,Female,23,7,Build muscle,3,2686,161.6,Accessories,Physical Retailer
559773,Male,27,6.4,General health,4,2042,727.4,Footwear,E-commerce Retailer
308261,Male,21,8.2,Fat loss,3,1763,904.88,Performance,Physical Retailer
864469,Female,34,7.2,Build muscle,5,2961,602.82,Yoga,Physical Retailer
441097,Female,29,7.6,Build muscle,5,2509,721.1,Outerwear,E-commerce Retailer
415139,Male,29,7.800000000000001,Build muscle,4,2950,780.92,Outerwear,Physical Retailer
271829,Male,25,5.8,Fat loss,1,1665,870.92,Performance,Brand Website
371836,Male,20,,General health,1,2340,391.63,Yoga,Physical Retailer
538974,Female,32,6.1,Build muscle,3,2770,714.1,Performance,Physical Retailer
302283,Male,23,5.2,General health,0,1886,627.54,Accessories,Physical Retailer
296769,Male,33,6,General health,3,2334,848.65,Yoga,Physical Retailer
661353,Male,25,6.6,Build muscle,4,2709,644.55,Performance,Brand Website
323165,Male,26,4.9,General health,1,1845,671.68,Outerwear,Physical Retailer
723587,Female,26,4.9,Flexibility,1,1966,654.78,Accessories,E-commerce Retailer
635822,Male,29,5.1,General health,4,2339,642.15,Performance,Physical Retailer
587879,Female,19,6.2,General health,1,1825,493.72,Accessories,Physical Retailer
664685,Male,27,4.4,Flexibility,1,1765,620.99,Yoga,Brand Website
882038,Female,32,4,Endurance training,1,2174,810.06,Performance,Physical Retailer
453531,Male,26,4.7,Build muscle,1,2503,952.69,Performance,Brand Website
363160,Male,33,,General health,1,2110,605.59,Performance,Physical Retailer
679879,Female,26,4.3,Endurance training,1,2321,599.68,Performance,Physical Retailer
320884,Other,27,6.1,Fat loss,1,1566,957.37,Footwear,E-commerce Retailer
123247,Female,32,5.5,Build muscle,1,2634,649.78,Performance,Brand Website
124300,Female,23,7.5,General health,4,1854,521.77,Footwear,Physical Retailer
567281,Female,40,3.7,Build muscle,1,2963,514.19,Yoga,Physical Retailer
707086,Male,35,5.5,Flexibility,4,2042,967.69,Leisure,Physical Retailer
633556,Other,20,7.2,Build muscle,3,2573,578.59,Leisure,E-commerce Retailer
448951,Male,20,,Build muscle,1,2518,777.48,Performance,Physical Retailer
374329,Female,36,6.9,Fat loss,1,1655,496.8,Footwear,Brand Website
819064,Female,29,6.6,Build muscle,4,2836,683.37,Accessories,Physical Retailer
842139,Female,18,5.7,Endurance training,1,2155,731.73,Performance,Physical Retailer
532315,Male,28,4.6,Flexibility,1,1646,671.81,Leisure,Brand Website
616588,Male,25,,General health,1,2284,731.45,Outerwear,Physical Retailer
336584,Female,25,6.6,Build muscle,4,2586,715.11,Performance,Physical Retailer
662332,Male,30,5.8999999999999995,Build muscle,1,2519,811.56,Accessories,Physical Retailer
937646,Other,30,5.3,General health,4,2068,894.74,Leisure,Brand Website
476896,Female,34,7,Flexibility,5,1832,662.56,Leisure,Physical Retailer
148984,Male,28,8.8,Fat loss,4,1542,706.6,Footwear,Physical Retailer
402918,Female,31,6.800000000000001,Fat loss,4,1894,879.57,Footwear,Physical Retailer
364712,Male,21,7.1,Build muscle,3,,981.81,Performance,E-commerce Retailer
220151,Female,24,7.9,General health,4,2200,491.71,Performance,Brand Website
555808,Female,23,5.9,Endurance training,3,2437,579.6,Performance,E-commerce Retailer
233767,Male,31,4.7,Build muscle,1,2805,842.47,Performance,Physical Retailer
748663,Male,30,6.2,Build muscle,3,2527,784.69,Outerwear,E-commerce Retailer
803550,Female,41,3.4,General health,1,2266,787.79,Leisure,Physical Retailer
236330,Male,21,5.8999999999999995,Build muscle,2,2759,875.16,Outerwear,Physical Retailer
580754,Female,26,5.1,Build muscle,1,2521,349.2,Leisure,E-commerce Retailer
401648,Male,31,8.3,Fat loss,5,1969,817.5,Footwear,E-commerce Retailer
788519,Male,19,7.4,Build muscle,2,2874,645.33,Performance,Physical Retailer
113986,Male,19,,Build muscle,1,2600,723.03,Accessories,Brand Website
686146,Male,34,5.5,General health,4,2350,1065.49,Footwear,Physical Retailer
229312,Male,21,5.3,General health,2,2152,936.49,Footwear,E-commerce Retailer
112666,Female,32,,General health,1,2099,726.24,Performance,Physical Retailer
400804,Male,34,5.3,General health,1,2481,853.46,Performance,Physical Retailer
234633,Male,22,10.3,Fat loss,5,1795,700.83,Performance,E-commerce Retailer
388998,Male,29,3.7,General health,1,2152,769.91,Footwear,E-commerce Retailer
950937,Male,29,6.1000000000000005,Build muscle,1,2895,788.31,Performance,Physical Retailer
728776,Male,25,4,Endurance training,2,2129,882.44,Performance,Physical Retailer
807611,Female,27,3.9,Flexibility,0,,394.67,Yoga,E-commerce Retailer
384806,Female,31,3.9000000000000004,Build muscle,0,2573,508.37,Performance,Physical Retailer
894824,Male,26,4.9,Build muscle,1,2841,587.09,,E-commerce Retailer
130535,Female,20,8.6,Fat loss,3,1964,522.3,Footwear,Physical Retailer
475713,Female,29,5.5,Build muscle,1,2589,556.8,Accessories,Physical Retailer
938688,Male,22,8.6,Build muscle,4,2566,892.83,Performance,Physical Retailer
451279,Female,30,5.2,General health,4,2254,565.76,Outerwear,Physical Retailer
921654,Other,21,,Flexibility,1,1831,517.75,Performance,E-commerce Retailer
701661,Male,21,6.1,Fat loss,1,1726,608.44,Performance,Physical Retailer
747972,Male,25,,Build muscle,3,2964,637.52,Performance,Physical Retailer
589570,Female,34,4.7,Build muscle,1,2847,582.16,Performance,Physical Retailer
556551,Female,31,5.2,General health,1,2032,922.06,Yoga,Physical Retailer
373109,Male,22,9.1,Fat loss,4,1765,674.57,Performance,Physical Retailer
124538,Female,18,8,Build muscle,3,2585,238.34,Accessories,Physical Retailer
994498,Female,28,5.699999999999999,Fat loss,1,1601,723.61,Footwear,Physical Retailer
301664,Female,29,6,Build muscle,4,2940,669.31,Leisure,E-commerce Retailer
591234,Female,30,7.2,Fat loss,4,1980,398.31,Footwear,E-commerce Retailer
999684,Female,33,3.9,General health,1,2013,294.05,Performance,Physical Retailer
239182,Male,25,7.8,Fat loss,5,1607,840.88,Footwear,Physical Retailer
572525,Male,31,7.1,Endurance training,5,2164,954.57,Outerwear,Physical Retailer
258338,Female,25,5.300000000000001,Build muscle,3,2960,102.51,Performance,Physical Retailer
284064,Female,32,5.8,General health,4,2402,508.36,Yoga,E-commerce Retailer
314020,Male,31,4.5,Endurance training,1,2191,843.76,Performance,Physical Retailer
723094,Female,21,7.4,Build muscle,4,2834,504.79,Yoga,Physical Retailer
997421,Female,27,,Fat loss,1,1585,501.88,Performance,Physical Retailer
715270,Male,31,4.2,Build muscle,1,2721,808.28,Outerwear,Physical Retailer
745914,Female,39,5.3,General health,1,2223,375.82,Performance,Brand Website
219176,Female,21,7.199999999999999,Fat loss,3,1600,259.04,Footwear,Physical Retailer
318126,Female,28,5.5,Flexibility,2,1863,810.51,,Brand Website
318969,Male,32,7,Build muscle,4,2559,573.87,,E-commerce Retailer
222409,Male,33,3.1,General health,0,2281,801.5,Accessories,E-commerce Retailer
647707,Female,25,4.3,Endurance training,2,2249,777.32,Accessories,E-commerce Retailer
353618,Male,27,6.7,General health,5,2359,753.35,Accessories,E-commerce Retailer
869598,Male,37,4.2,Build muscle,0,2616,860.38,Accessories,Physical Retailer
150015,Male,29,6.8999999999999995,Fat loss,3,1726,900.42,Footwear,E-commerce Retailer
872838,Male,32,6.9,General health,4,2344,783.18,Outerwear,Brand Website
222096,Male,18,9.100000000000001,Build muscle,5,2543,513,Leisure,Brand Website
731347,Male,20,6.8,Build muscle,4,2975,655.24,Performance,E-commerce Retailer
285340,Male,36,5.7,Fat loss,1,1664,934.47,Footwear,Brand Website
210687,Male,18,8.7,Fat loss,3,,388.94,Footwear,E-commerce Retailer
974371,Female,23,7.2,Build muscle,3,2844,419.97,Performance,Physical Retailer
511357,Female,25,5.3999999999999995,Build muscle,1,2791,517.31,Yoga,E-commerce Retailer
835716,Male,33,4.5,Build muscle,0,2836,997.43,Performance,Physical Retailer
205878,Female,21,5.8,General health,0,2085,562.28,Performance,Physical Retailer
827270,Male,28,3.6,Endurance training,1,2203,490.79,Footwear,Brand Website
298286,Female,24,8.3,General health,5,2483,294.05,Leisure,E-commerce Retailer
873290,Female,18,5.7,Flexibility,0,2023,301.15,Yoga,Brand Website
874684,Other,31,7.4,Fat loss,4,,215.72,Footwear,Physical Retailer
264899,Female,25,,Build muscle,6,2620,501.69,Performance,Physical Retailer
424767,Female,32,5.8,Build muscle,2,2932,474.59,Performance,Brand Website
961882,Female,21,5.7,Build muscle,1,2743,246.39,Performance,Physical Retailer
979858,Male,22,6.5,Flexibility,1,2163,677.11,Accessories,Brand Website
479989,Male,24,6.3,Fat loss,1,1651,943.31,Accessories,E-commerce Retailer
515515,Female,42,5.9,Build muscle,4,2687,730.7,Performance,Physical Retailer
143585,Male,26,6.8,Build muscle,5,2894,665.93,Outerwear,Physical Retailer
471369,Female,30,6.7,Fat loss,2,1512,573.48,Accessories,Physical Retailer
164044,Male,25,3.6,Endurance training,1,2090,576.46,Performance,Physical Retailer
542296,Male,32,6,Build muscle,4,,821.96,Outerwear,Physical Retailer
209556,Male,29,6.5,Flexibility,4,2085,974.23,Footwear,E-commerce Retailer
626981,Male,33,5.5,Fat loss,1,1755,772.27,Outerwear,Brand Website
981691,Female,20,,Build muscle,4,2955,432.33,Performance,Brand Website
867595,Male,22,,General health,1,2247,925.99,Performance,Physical Retailer
300235,Male,34,6.7,Build muscle,4,2775,1052.86,Leisure,Physical Retailer
125939,Male,31,4,Flexibility,1,1570,703.06,Yoga,Physical Retailer
252906,Male,32,5.6,Flexibility,5,2089,728.22,Accessories,Physical Retailer
642335,Female,25,5.5,General health,4,1929,378.65,Outerwear,E-commerce Retailer
388249,Male,32,4.8,General health,1,1842,1043.28,Performance,Brand Website
175766,Female,24,8.6,Build muscle,5,2507,447.31,Performance,Physical Retailer
508923,Female,28,4.3,Flexibility,1,1512,676.69,Performance,Physical Retailer
515192,Female,31,6.4,Fat loss,1,1712,401.78,Performance,Physical Retailer
668550,Female,20,6.5,General health,3,2422,865.96,Leisure,E-commerce Retailer
487261,Female,21,6.5,Flexibility,4,2034,264.88,Yoga,Physical Retailer
910208,Other,38,5.9,Flexibility,4,1801,924.59,Yoga,E-commerce Retailer
785440,Male,31,,General health,0,2326,949.16,Performance,Physical Retailer
752664,Male,28,6.4,Build muscle,2,2629,879.21,Performance,Brand Website
554589,Male,24,4.7,Flexibility,0,2072,684.73,Yoga,Brand Website
237848,Male,25,5.1,Endurance training,4,2114,807.36,Performance,Physical Retailer
717075,Female,25,4.5,Flexibility,1,1959,504.92,Outerwear,Physical Retailer
227948,Female,25,7.1,Endurance training,6,2319,432.83,Accessories,Brand Website
679304,Male,26,6.2,Build muscle,4,2807,760.66,,Physical Retailer
502690,Male,22,7.5,Build muscle,1,2919,734.64,Performance,Physical Retailer
599046,Male,25,7.8,Fat loss,5,1950,795.07,Yoga,Brand Website
551269,Female,23,5.9,General health,1,2124,214.89,Yoga,Physical Retailer
121959,Female,29,6.2,Build muscle,3,2566,898.74,Performance,E-commerce Retailer
760890,Male,35,6.7,Fat loss,1,1748,888.66,Leisure,Physical Retailer
850216,Female,26,6.4,Build muscle,4,2674,446.71,Performance,E-commerce Retailer
890180,Female,21,5.7,General health,1,2313,413.38,Accessories,Physical Retailer
328576,Male,25,5.8,Fat loss,1,1671,860.11,Performance,Physical Retailer
637833,Female,21,6.6,Build muscle,1,,550.62,Performance,Physical Retailer
265838,Female,28,5.5,Build muscle,3,2947,214.8,Performance,Physical Retailer
435674,Male,25,3.7,Build muscle,0,2964,777.77,Performance,Physical Retailer
979989,Male,32,6,Fat loss,1,1833,875.79,Footwear,Physical Retailer
161087,Male,33,6.7,Build muscle,4,2783,744.95,Performance,Physical Retailer
693128,Male,31,6.5,Build muscle,4,2974,741.44,Outerwear,Brand Website
218451,Female,20,6.5,Flexibility,1,1553,399.8,Yoga,E-commerce Retailer
547600,Female,20,5.6,General health,1,2257,806.64,Performance,Physical Retailer
937437,Male,19,8.2,Fat loss,3,1566,685.91,Performance,Physical Retailer
539792,Male,33,3.7,Flexibility,1,1919,885.64,Performance,Physical Retailer
139353,Male,24,7.1,Build muscle,1,2601,817.75,Performance,E-commerce Retailer
293075,Male,36,5.3,Endurance training,3,2119,858.73,,Physical Retailer
314283,Female,35,,Endurance training,1,2190,507.45,Outerwear,Physical Retailer
414877,Male,24,8.3,Fat loss,5,,978.45,Footwear,E-commerce Retailer
165318,Male,27,4.699999999999999,Build muscle,0,2969,851.84,Performance,E-commerce Retailer
865313,Male,19,5.8,Fat loss,1,1803,790.69,Footwear,Brand Website
582690,Female,30,8.5,Fat loss,4,1922,431.34,Yoga,Brand Website
516880,Male,35,5,General health,3,2358,834.99,Leisure,E-commerce Retailer
691460,Female,22,5.3999999999999995,Build muscle,1,2721,639.54,Accessories,E-commerce Retailer
840976,Male,26,5.3,Build muscle,1,2520,847.1,Performance,Physical Retailer
881239,Female,33,5.3,Build muscle,2,2657,685.67,Performance,Physical Retailer
193264,Female,19,8.3,Build muscle,4,2847,678.37,Outerwear,Physical Retailer
870746,Male,21,6.5,Fat loss,1,1658,712,Accessories,Physical Retailer
913168,Male,18,6,Build muscle,1,2876,687.32,Performance,Physical Retailer
325281,Female,34,5.5,General health,4,2034,465.52,Performance,Brand Website
737147,Female,25,7.4,Build muscle,4,2649,667.3,Performance,E-commerce Retailer
998613,Male,31,5.8,Build muscle,2,2904,668.04,,E-commerce Retailer
494070,Male,23,,Endurance training,0,2256,773.86,Performance,Physical Retailer
452228,Female,29,,Build muscle,4,2664,990.61,Leisure,Physical Retailer
531839,Female,25,5.4,Endurance training,4,2076,401.03,Outerwear,Brand Website
369536,Male,22,7.4,Endurance training,4,2084,446.64,Accessories,Physical Retailer
417824,Female,20,6,Build muscle,1,2545,458,Leisure,Physical Retailer
357426,Male,32,6.1,Build muscle,3,2892,962.97,Accessories,Physical Retailer
277789,Female,20,6.9,Build muscle,4,2900,387.39,Performance,Physical Retailer
613153,Male,30,7.6,Build muscle,5,2546,1086.12,Performance,Physical Retailer
842452,Male,28,6.3,Build muscle,4,2712,653.4,Performance,E-commerce Retailer
937291,Male,27,4,Build muscle,0,2978,1083.14,Performance,Brand Website
225657,Female,26,4.9,Build muscle,2,2986,246.32,Accessories,Physical Retailer
335167,Male,20,6.1000000000000005,Fat loss,1,1558,835.81,Yoga,E-commerce Retailer
781669,Male,23,5.1,Endurance training,1,2053,608.92,Performance,Physical Retailer
580671,Male,28,7.9,Fat loss,6,1841,802.2,Accessories,Physical Retailer
819094,Male,33,3.8000000000000003,Build muscle,0,,857.92,Performance,Physical Retailer
170467,Other,22,6.5,Build muscle,1,2691,614.11,Performance,E-commerce Retailer
283734,Male,28,4.9,General health,1,2302,907.08,Outerwear,Brand Website
722794,Female,24,6.3999999999999995,Fat loss,0,1505,984.7,Yoga,Physical Retailer
209751,Female,27,6.3,General health,4,1943,409.39,Leisure,Brand Website
481050,Male,23,5,Build muscle,0,2845,714.98,Performance,Brand Website
911774,Male,23,6.4,Endurance training,3,2260,921.64,Accessories,Physical Retailer
792517,Male,28,7.1,Fat loss,4,1572,701.94,Outerwear,Brand Website
561079,Male,23,7.2,Build muscle,1,2673,937.31,Outerwear,E-commerce Retailer
468452,Male,27,7.6,Fat loss,4,1731,983.41,Footwear,E-commerce Retailer
206081,Male,27,6.3,Fat loss,3,,549.69,Performance,Physical Retailer
713333,Female,34,6.7,Build muscle,4,2927,507.23,Leisure,Physical Retailer
658986,Male,39,7,Build muscle,3,2946,1109.06,Performance,Physical Retailer
210078,Male,30,5.7,General health,4,2021,837.8,Leisure,E-commerce Retailer
967055,Female,35,4.3,Flexibility,1,,518.78,Leisure,Physical Retailer
122671,Male,20,9.5,Build muscle,6,2615,955.55,Performance,Brand Website
518400,Female,21,,Build muscle,4,2525,277.05,Footwear,E-commerce Retailer
455528,Female,38,7.1,Build muscle,4,2552,310.9,Performance,E-commerce Retailer
710490,Male,32,7.2,Endurance training,5,2364,602.87,Footwear,Physical Retailer
151663,Female,30,5.2,Build muscle,1,2528,440.51,,E-commerce Retailer
115708,Male,23,5.5,Flexibility,1,1518,874.72,Yoga,E-commerce Retailer
978338,Male,43,5.8,Build muscle,4,2802,877.42,Performance,Physical Retailer
411955,Male,23,,Build muscle,0,2891,959.81,Accessories,Physical Retailer
233883,Male,25,5.7,Endurance training,4,2278,683.78,Footwear,E-commerce Retailer
418394,Female,23,5.8,General health,3,2428,538.06,Accessories,Physical Retailer
212547,Male,26,7.4,Fat loss,4,1605,1084.33,Performance,Physical Retailer
659042,Male,29,7.5,Fat loss,4,1918,777.45,Footwear,Brand Website
851102,Male,26,4.3,Flexibility,1,1808,830.01,Leisure,E-commerce Retailer
862002,Female,28,7.2,Build muscle,3,2726,562.53,Outerwear,E-commerce Retailer
242483,Male,33,6.6,General health,4,1985,676.75,,Brand Website
758271,Female,23,7.4,Build muscle,5,,557.55,Performance,E-commerce Retailer
314835,Male,26,5.7,General health,4,2327,720.84,Accessories,E-commerce Retailer
501896,Female,25,4.6,Endurance training,1,2272,604.24,Performance,E-commerce Retailer
184896,Other,23,8.7,Build muscle,5,2659,686.29,Performance,Brand Website
577095,Female,23,,General health,3,2023,615.52,Performance,Physical Retailer
171295,Female,27,7.8,Build muscle,5,2755,879.35,Leisure,Physical Retailer
843974,Male,28,6.1,Build muscle,2,2679,654.78,Accessories,Physical Retailer
987121,Female,30,8.3,Fat loss,5,1519,606.21,Footwear,Physical Retailer
373255,Male,26,6.1,Build muscle,4,2611,698.99,Performance,E-commerce Retailer
399648,Male,21,6.4,Endurance training,1,2119,933.17,Outerwear,Physical Retailer
757162,Male,30,6.5,Build muscle,4,2693,1009.77,Accessories,E-commerce Retailer
108155,Female,30,6.2,Build muscle,2,2967,721.85,Footwear,Brand Website
566872,Male,33,6.2,Build muscle,1,2610,767.69,Accessories,Physical Retailer
925816,Female,34,5.6,Build muscle,4,2709,664.96,Outerwear,Brand Website
474705,Female,30,6,Fat loss,0,1500,695.99,Yoga,Physical Retailer
671542,Female,30,4.6,General health,2,,398.56,Performance,Physical Retailer
908350,Female,28,3.5,Flexibility,0,1592,633.65,Accessories,E-commerce Retailer
710269,Female,35,4.6,General health,0,2020,167.74,Performance,Physical Retailer
654594,Other,24,6.8,Build muscle,4,2710,948.92,Performance,Physical Retailer
247718,Female,26,6.1,Fat loss,1,1927,732.07,Outerwear,Physical Retailer
408987,Female,29,6.7,Build muscle,3,2731,749.51,Accessories,Brand Website
745263,Other,28,5.5,Build muscle,1,2761,580.86,Outerwear,Brand Website
458745,Female,20,7.199999999999999,Fat loss,1,1863,661.81,Performance,Physical Retailer
207512,Male,21,5.5,Build muscle,1,2602,813.1,Performance,Physical Retailer
247443,Male,29,5.800000000000001,Build muscle,4,2549,690.38,Footwear,E-commerce Retailer
570587,Male,27,7,Flexibility,6,1873,836.79,Yoga,Physical Retailer
473616,Male,30,6.9,Fat loss,1,1609,613.62,Leisure,E-commerce Retailer
757409,Female,26,6.5,Fat loss,1,1955,822.18,Footwear,Physical Retailer
786976,Female,25,7,Build muscle,5,2587,299.84,Performance,E-commerce Retailer
465871,Female,32,,Build muscle,3,2519,535.38,Accessories,Physical Retailer
475037,Male,26,4.7,General health,1,1813,880.73,Outerwear,Physical Retailer
907364,Female,18,6.6,Build muscle,0,2632,795.04,Performance,Physical Retailer
217796,Female,33,4.9,Fat loss,0,1924,673.85,Accessories,E-commerce Retailer
391999,Female,18,7.4,Build muscle,4,2795,298.83,Performance,Physical Retailer
