Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
992323,Male,27,7.8,Build muscle,5,2997,804.84,Accessories,Brand Website
160692,Male,34,,Build muscle,3,2578,665.93,Performance,Brand Website
320156,Male,26,8.7,Fat loss,4,1959,772.61,Footwear,E-commerce Retailer
323992,Male,26,5.7,Build muscle,2,2560,716.81,Performance,E-commerce Retailer
616771,Male,31,6.3,Build muscle,1,2868,976.21,Performance,Brand Website
930857,Female,27,6.9,Fat loss,2,1620,735.59,Accessories,Physical Retailer
663044,Male,27,4.1,Build muscle,0,2706,585.32,Leisure,E-commerce Retailer
643176,Female,24,8.100000000000001,Build muscle,4,2533,533.8,Outerwear,Brand Website
791095,Other,24,7.9,Fat loss,1,1569,802.47,Footwear,Physical Retailer
933727,Male,20,6.8999999999999995,Fat loss,2,1516,572.24,Footwear,E-commerce Retailer
214352,Male,28,6.2,General health,4,2295,806.93,Outerwear,E-commerce Retailer
969474,Male,22,6.4,Fat loss,1,1996,912.34,Performance,Physical Retailer
185999,Female,21,9.3,Fat loss,4,1519,718.97,Accessories,Brand Website
117955,Female,23,8.3,Fat loss,4,1956,477.36,Footwear,Physical Retailer
924273,Male,31,6.4,General health,3,2114,771.03,Performance,E-commerce Retailer
170640,Female,30,4.8,General health,1,1868,647.55,Yoga,E-commerce Retailer
296582,Male,31,5.8,General health,4,1960,803.93,Performance,Physical Retailer
844086,Male,24,6.1,Endurance training,3,,810.69,Performance,E-commerce Retailer
500573,Female,28,5.1,Build muscle,0,2875,449.87,Performance,E-commerce Retailer
525695,Male,38,5.6,Build muscle,3,2705,693.73,Accessories,Physical Retailer
161476,Female,27,4.9,Build muscle,1,2644,600.44,Performance,E-commerce Retailer
406955,Male,27,3.7,Flexibility,1,2068,578.3,Yoga,Physical Retailer
267280,Other,31,5.8,Endurance training,3,,612.47,Performance,Physical Retailer
775510,Male,32,6.1,General health,5,2184,633.73,Accessories,Physical Retailer
695468,Male,33,5.6,Build muscle,4,2768,564.45,Accessories,E-commerce Retailer
798646,Female,26,5.4,General health,1,2253,831.32,Performance,Physical Retailer
737144,Male,22,6.8,Build muscle,1,2686,722.28,Performance,Physical Retailer
954882,Other,34,5.8999999999999995,Build muscle,1,2505,666.29,Yoga,E-commerce Retailer
514568,Female,30,6.1000000000000005,Build muscle,1,2852,871.52,Leisure,Physical Retailer
286141,Female,26,6,Fat loss,1,1849,571.28,Footwear,E-commerce Retailer
998320,Female,22,8.8,Fat loss,4,1609,683.7,Accessories,Brand Website
734736,Other,23,5.6,General health,1,2282,1041.77,Leisure,Physical Retailer
638685,Female,27,6.7,Build muscle,5,2906,784.61,Performance,Physical Retailer
278031,Female,25,6.5,Fat loss,1,1637,681.22,Performance,E-commerce Retailer
219180,Female,29,6.2,Fat loss,1,1550,437.17,Footwear,Brand Website
166234,Male,23,5.2,Build muscle,1,2902,821.51,Outerwear,Physical Retailer
664242,Male,21,8.3,General health,5,2362,676.05,Performance,E-commerce Retailer
278352,Female,33,4.1,General health,1,2275,637.59,Leisure,Physical Retailer
179459,Male,29,4,General health,1,1886,1051.73,Leisure,E-commerce Retailer
509995,Male,25,6.6,General health,5,1867,789.05,Performance,E-commerce Retailer
295004,Male,18,8.6,General health,6,2395,772.74,Performance,Physical Retailer
566152,Male,37,4.7,Build muscle,1,2966,658.79,Accessories,Brand Website
825256,Female,25,6.1,General health,3,1841,463.59,Leisure,Physical Retailer
159163,Female,19,7.300000000000001,Build muscle,4,2718,830.47,Accessories,Physical Retailer
575853,Male,26,6,Build muscle,3,2556,848.82,Performance,E-commerce Retailer
151934,Male,27,7.6,Build muscle,4,2725,964.94,Performance,E-commerce Retailer
820255,Female,30,3.8,General health,1,1995,384.87,Performance,Brand Website
525523,Male,30,4.3,General health,1,2477,631.24,Accessories,Physical Retailer
940530,Female,29,4.7,Build muscle,0,2561,508.46,Leisure,Physical Retailer
554137,Male,25,5.2,General health,3,2062,799.48,Performance,Brand Website
105486,Male,23,6.1,Flexibility,4,1611,778.24,Leisure,Physical Retailer
239407,Other,26,7.1000000000000005,Build muscle,4,2752,1002.46,Yoga,Physical Retailer
973332,Male,33,4.8,Build muscle,1,,861.21,Performance,Physical Retailer
750308,Female,31,6.6,General health,4,1977,489.78,Performance,Physical Retailer
727083,Female,26,7.1,Build muscle,5,2935,316.11,Performance,E-commerce Retailer
320184,Male,25,6.3,Endurance training,4,2025,865.02,Leisure,Brand Website
766490,Female,22,5.699999999999999,Build muscle,1,2909,639.64,,E-commerce Retailer
449652,Other,31,5.5,Fat loss,0,1745,714.94,Yoga,Physical Retailer
861315,Male,28,4.2,General health,2,2330,1033.46,,E-commerce Retailer
742612,Female,20,4,Endurance training,0,2264,539.65,Yoga,Physical Retailer
422710,Female,26,3.8,General health,1,2116,786.61,Leisure,E-commerce Retailer
297775,Female,26,3.6,General health,1,2331,612.71,Outerwear,E-commerce Retailer
389336,Female,27,7.5,General health,5,1905,740.65,Accessories,Physical Retailer
887494,Male,31,5.6,Endurance training,4,2236,1100.96,,Physical Retailer
708364,Female,27,4.4,Build muscle,1,2805,0,Performance,E-commerce Retailer
189780,Female,26,8.4,Fat loss,4,1963,656.76,Footwear,E-commerce Retailer
252617,Female,29,5.1000000000000005,Build muscle,1,2745,315.05,Yoga,E-commerce Retailer
645977,Female,18,6.8,General health,4,1880,557.51,Footwear,E-commerce Retailer
897606,Female,33,6.3,Build muscle,4,2649,539.58,Accessories,Physical Retailer
450605,Male,31,6.6,Fat loss,3,1896,832.48,Leisure,Brand Website
989465,Female,21,6.5,Build muscle,1,2895,680,Footwear,Physical Retailer
633636,Female,26,6.2,General health,4,2321,633.17,Performance,E-commerce Retailer
138102,Female,26,5.1,General health,4,2063,767.4,,Physical Retailer
174460,Female,33,4.6,Build muscle,1,2648,673.7,Performance,Brand Website
464778,Male,33,7.4,General health,5,2073,613.02,Leisure,E-commerce Retailer
189930,Male,26,5.1,Build muscle,1,2693,555.34,Leisure,E-commerce Retailer
631089,Male,27,6.1,Fat loss,3,1931,688.83,Footwear,Physical Retailer
727438,Male,26,5.1,General health,4,1971,921.16,Performance,Physical Retailer
827627,Female,19,5.699999999999999,Build muscle,1,2764,290.49,Outerwear,Physical Retailer
279208,Female,32,5.3,Flexibility,4,1525,640.79,Outerwear,Brand Website
254697,Female,32,5.5,Build muscle,1,2968,638.6,,E-commerce Retailer
313945,Male,28,4.8,Build muscle,0,2849,787.88,,Physical Retailer
331915,Female,25,4.5,Flexibility,1,1975,287.01,Performance,E-commerce Retailer
827952,Male,18,6.8,Build muscle,2,2855,731.72,Performance,E-commerce Retailer
308124,Male,36,,Flexibility,1,1525,761.19,Yoga,Physical Retailer
537477,Female,24,7.5,Flexibility,4,1533,667.06,Leisure,Physical Retailer
625830,Female,27,,Build muscle,3,2763,636.06,Performance,Physical Retailer
383821,Male,37,5.1,Fat loss,0,1637,866.21,Footwear,Physical Retailer
277804,Male,25,4.5,Build muscle,0,2803,927.95,Performance,Physical Retailer
805703,Male,18,6.300000000000001,Fat loss,1,1682,758.28,Footwear,E-commerce Retailer
139081,Male,31,,Build muscle,3,2862,514.44,Performance,Physical Retailer
818216,Female,20,6.1000000000000005,Build muscle,2,2741,675.07,Performance,E-commerce Retailer
455249,Male,28,5.8999999999999995,Build muscle,1,2553,806.56,Accessories,Brand Website
319930,Male,25,6.2,Fat loss,3,1961,983.42,Performance,Brand Website
905497,Male,29,,Flexibility,3,1667,714.83,Accessories,E-commerce Retailer
617313,Male,26,6.1,General health,3,2430,876.88,Accessories,Physical Retailer
314532,Male,27,,General health,4,2454,843.51,Outerwear,Physical Retailer
712380,Male,26,7,Fat loss,4,1580,806.59,,Physical Retailer
619332,Male,27,6.4,General health,4,2206,939.58,Yoga,Physical Retailer
416837,Male,33,6.2,Build muscle,5,2561,700.87,Performance,E-commerce Retailer
389106,Female,34,6.2,General health,5,1845,631.47,Accessories,Brand Website
128295,Male,36,4.3,Flexibility,0,2098,798.21,Accessories,Physical Retailer
113807,Other,18,5.7,Build muscle,1,2598,887.84,Leisure,Physical Retailer
535564,Male,44,3.8,Endurance training,0,2294,876.2,Footwear,E-commerce Retailer
257504,Female,28,6.6,General health,4,,487.36,Performance,Physical Retailer
338067,Female,32,5.8,Flexibility,2,1975,459.61,Performance,Brand Website
585008,Female,22,6.5,General health,1,2391,677.04,Performance,Physical Retailer
792440,Female,28,4.3,Build muscle,1,2515,824.14,Performance,Brand Website
494540,Male,38,5.2,Build muscle,1,2859,731.04,Performance,Physical Retailer
977699,Male,30,7,Build muscle,5,2986,749.14,Performance,Brand Website
617923,Male,21,5.7,General health,1,2301,814.4,Leisure,Physical Retailer
266981,Female,26,5.1,Build muscle,0,2640,600.36,Performance,Brand Website
844699,Male,35,3.9,General health,1,2419,799.37,Accessories,Physical Retailer
119870,Male,28,7.5,Build muscle,5,2802,1055.8,Leisure,E-commerce Retailer
303196,Female,29,5.6,Build muscle,1,2764,659.04,Performance,E-commerce Retailer
348683,Female,31,7.699999999999999,Fat loss,4,1946,678.98,Yoga,Brand Website
334677,Female,28,5.7,General health,3,2089,438.7,,Physical Retailer
126790,Female,18,7.1000000000000005,Build muscle,2,2708,508.16,Outerwear,Physical Retailer
743162,Other,36,4.800000000000001,Fat loss,1,1974,504.31,Outerwear,E-commerce Retailer
911721,Male,23,7.2,Fat loss,1,1912,758.25,Footwear,Brand Website
548345,Male,28,7.3,Build muscle,4,2664,744.19,Outerwear,E-commerce Retailer
849074,Male,25,5,Build muscle,1,2926,842.13,Performance,Physical Retailer
587462,Male,34,4.6,General health,3,,717.08,Yoga,Physical Retailer
639773,Female,22,7.7,Fat loss,2,1819,469.37,Footwear,E-commerce Retailer
930914,Male,30,,Build muscle,4,2651,1015.38,Outerwear,E-commerce Retailer
186188,Female,32,5.7,General health,3,2089,437.06,Yoga,E-commerce Retailer
629036,Male,25,6.7,Flexibility,4,1931,715.84,Yoga,Physical Retailer
842129,Female,25,5.9,Endurance training,4,2267,529.23,Performance,Physical Retailer
764795,Female,35,5.6,Fat loss,3,1650,1033.1,Leisure,Physical Retailer
890141,Male,28,4,General health,0,2054,764.73,Leisure,Physical Retailer
748249,Male,26,7.4,Flexibility,5,1852,696.61,Leisure,Physical Retailer
130355,Male,27,4.9,General health,1,2176,697.25,Outerwear,Physical Retailer
811131,Male,38,6.8,Fat loss,5,1640,717.63,Footwear,Brand Website
551015,Male,26,6.8,Fat loss,1,1842,710.83,Outerwear,Physical Retailer
506332,Male,20,7.2,General health,4,2157,608.05,Performance,E-commerce Retailer
256542,Male,21,7.8,Build muscle,4,2595,631.37,Outerwear,E-commerce Retailer
273416,Female,29,7,Fat loss,1,1928,490.56,Footwear,Physical Retailer
405062,Female,25,4,General health,1,2169,349.73,Outerwear,Physical Retailer
938656,Female,32,4.9,Endurance training,1,2226,513.8,Footwear,Brand Website
663586,Male,19,5.9,Fat loss,1,1692,768.93,Leisure,E-commerce Retailer
601708,Female,30,4.4,Endurance training,2,2302,653.68,Performance,Physical Retailer
966651,Male,21,5.6000000000000005,Build muscle,1,2813,994.25,Performance,E-commerce Retailer
161629,Male,32,5.8,Fat loss,1,1992,757.68,Footwear,E-commerce Retailer
428184,Female,24,5.5,General health,1,2188,737.13,Leisure,Physical Retailer
592734,Male,25,4.5,Build muscle,1,2876,670.34,Performance,Physical Retailer
855195,Female,23,6.4,Build muscle,1,,568.74,Leisure,E-commerce Retailer
390160,Female,22,6.1,Flexibility,3,1617,737.35,Yoga,Brand Website
648248,Male,30,,Build muscle,5,2504,742.03,Performance,Physical Retailer
920023,Male,18,6.9,Build muscle,1,2943,677.95,Performance,E-commerce Retailer
313920,Male,28,4.3,Flexibility,2,1851,684.55,Yoga,Physical Retailer
989765,Female,37,5.9,General health,3,2332,428.45,Leisure,E-commerce Retailer
342804,Male,27,4.9,Endurance training,3,2151,602.68,Leisure,E-commerce Retailer
476965,Male,29,6.4,General health,5,2439,949.23,Accessories,E-commerce Retailer
560857,Male,30,6,Build muscle,4,2623,719.92,Accessories,Physical Retailer
922827,Female,20,6.8,General health,5,2457,721.08,Accessories,Physical Retailer
604492,Male,20,8.2,Fat loss,1,1776,599.45,Performance,Brand Website
753983,Male,26,5.9,General health,4,2193,798.15,Performance,E-commerce Retailer
515916,Female,32,7.1,Fat loss,2,1651,385.36,Yoga,E-commerce Retailer
921052,Female,31,6.1,Endurance training,3,2359,623.12,Performance,Physical Retailer
858574,Male,34,8.2,Fat loss,5,1610,1020.76,Yoga,Physical Retailer
228148,Male,31,7.8,Fat loss,4,1968,826.65,Accessories,Brand Website
906991,Male,27,6,General health,4,2427,680.8,Footwear,E-commerce Retailer
586261,Female,35,5.4,Endurance training,3,2187,675.94,Performance,E-commerce Retailer
455540,Male,28,5.6,Endurance training,2,,889.27,Performance,E-commerce Retailer
292714,Male,25,7.699999999999999,Fat loss,3,1750,994.8,Yoga,E-commerce Retailer
831899,Female,35,5.4,Fat loss,1,,354.43,Footwear,E-commerce Retailer
383876,Female,31,6.9,General health,4,1949,536.02,Accessories,E-commerce Retailer
359747,Male,27,5,General health,1,,891.46,Outerwear,Physical Retailer
715650,Female,28,6.1,Endurance training,3,2161,663.76,Accessories,Physical Retailer
523570,Female,29,3.6,Flexibility,1,1619,595.82,Leisure,E-commerce Retailer
375987,Male,18,5.9,General health,2,2381,900.08,Leisure,Physical Retailer
738353,Male,22,8.6,Fat loss,3,1911,947.56,Performance,Physical Retailer
958158,Other,28,3.6,Endurance training,1,2350,752.36,,Brand Website
117640,Male,24,5.7,Flexibility,0,1598,667.15,Yoga,Physical Retailer
152528,Male,32,,Endurance training,4,2166,672.38,Accessories,Physical Retailer
924845,Male,30,3.9,General health,1,2462,690.68,Outerwear,Physical Retailer
359214,Female,31,5.1,Endurance training,3,2325,360.16,Performance,Physical Retailer
939070,Male,25,6.6,Fat loss,3,1963,836.39,Accessories,Physical Retailer
601108,Male,27,4.7,Build muscle,2,2501,929.85,Footwear,Brand Website
734421,Male,31,6.199999999999999,Fat loss,1,1651,962.2,Footwear,E-commerce Retailer
468501,Male,29,6,Flexibility,5,1900,674.33,Footwear,Physical Retailer
824226,Female,30,4.4,Endurance training,1,2364,532.9,Performance,Physical Retailer
250159,Female,31,5.8,Fat loss,0,1564,651.2,Performance,Brand Website
272502,Male,29,5.4,Flexibility,3,,897.01,Yoga,Physical Retailer
255576,Male,31,8.7,Fat loss,5,1568,812.43,Performance,Physical Retailer
965291,Female,24,,Fat loss,5,1620,783.16,Footwear,E-commerce Retailer
986089,Male,22,5.9,General health,2,2420,795.53,Performance,E-commerce Retailer
111023,Male,30,3.8,General health,0,2046,878.69,Leisure,Physical Retailer
645735,Other,22,7.8,Build muscle,3,2933,632.19,Leisure,Physical Retailer
488043,Female,28,5.5,Fat loss,1,1592,444.34,,Physical Retailer
386103,Male,22,6.6,Fat loss,1,1767,573.42,Footwear,E-commerce Retailer
166203,Male,33,6.6,Build muscle,4,2602,696.83,Performance,E-commerce Retailer
260775,Male,36,5.5,Fat loss,1,1930,698.45,Footwear,Physical Retailer
109337,Male,24,9,Fat loss,4,1950,743.84,Footwear,Physical Retailer
670715,Male,26,5.5,Build muscle,1,2611,661.02,Leisure,E-commerce Retailer
614723,Male,23,8.3,Fat loss,4,1820,719.97,Outerwear,E-commerce Retailer
423673,Male,24,6,Build muscle,2,2910,572.84,Performance,Physical Retailer
464167,Female,24,8.2,Fat loss,4,1803,591.7,Footwear,E-commerce Retailer
446809,Female,29,5.9,General health,3,1861,794.1,Leisure,Physical Retailer
730075,Male,29,5.1,General health,1,2099,544.22,Leisure,Physical Retailer
787281,Male,24,6.2,Build muscle,0,2902,674.78,Performance,E-commerce Retailer
395451,Female,28,6.3,Build muscle,3,2942,1064.52,Outerwear,Physical Retailer
520571,Male,25,6.1000000000000005,Build muscle,1,2635,718.55,Performance,E-commerce Retailer
227016,Male,24,8,Fat loss,1,1554,695.46,Accessories,Physical Retailer
891267,Other,30,6.8,Build muscle,4,2607,744.39,Accessories,Physical Retailer
644447,Male,25,4.9,Fat loss,1,1802,851.54,Performance,Brand Website
597562,Female,32,4.8,Build muscle,1,2757,456.43,Leisure,Physical Retailer
802965,Other,20,5.3,General health,1,2052,574.41,Performance,Physical Retailer
483934,Male,33,6.9,Build muscle,4,2721,679.96,,E-commerce Retailer
992048,Male,26,4.9,Build muscle,1,2977,797.31,Accessories,Physical Retailer
965184,Male,21,6.8,General health,5,2168,794.69,Performance,E-commerce Retailer
417428,Female,30,,Build muscle,5,2666,492.24,Performance,Physical Retailer
419187,Female,24,6.5,Build muscle,1,2928,562.59,Accessories,E-commerce Retailer
790907,Female,36,6.9,Fat loss,4,1659,619.09,Outerwear,Physical Retailer
983439,Male,35,5.2,Fat loss,1,1948,1043.8,Footwear,Physical Retailer
182844,Female,23,6.5,General health,5,1965,645.39,Outerwear,Physical Retailer
651820,Female,24,7.5,Build muscle,5,2704,256.21,Performance,Physical Retailer
265421,Female,26,5.7,Fat loss,1,1766,809.39,,Physical Retailer
222402,Female,23,7.199999999999999,Build muscle,4,2637,609.33,Performance,Physical Retailer
218012,Female,33,4.7,Build muscle,1,2867,495.82,Accessories,E-commerce Retailer
538661,Female,31,5.1,General health,4,2242,433.13,Accessories,E-commerce Retailer
498929,Female,24,8.2,General health,5,2366,553.08,Leisure,E-commerce Retailer
680466,Male,26,7.5,Build muscle,4,2903,643.15,Performance,Physical Retailer
673695,Male,37,5.4,Fat loss,1,1708,768.66,Leisure,E-commerce Retailer
563556,Female,21,,Build muscle,4,2516,458.89,Performance,E-commerce Retailer
675278,Male,20,8,General health,7,1867,1077.62,Performance,Physical Retailer
229473,Female,38,5.2,Build muscle,2,2632,731.38,Outerwear,Physical Retailer
578007,Other,31,,Build muscle,4,2687,858.7,Performance,Physical Retailer
944573,Female,28,6.5,Fat loss,1,1906,611.98,Performance,Brand Website
517009,Male,25,6.300000000000001,Fat loss,1,1929,639.45,Performance,Brand Website
418714,Male,22,9.8,Fat loss,5,1807,903.02,Leisure,Brand Website
326156,Male,28,6,Build muscle,4,2637,740.25,Accessories,E-commerce Retailer
268964,Female,34,6.9,Build muscle,4,,347.41,Performance,Physical Retailer
625303,Female,30,5.4,Fat loss,1,1911,217.77,Footwear,Physical Retailer
161813,Female,18,7.8,Build muscle,4,2596,486.51,Performance,E-commerce Retailer
127712,Male,32,4.2,General health,1,2482,642.83,Outerwear,E-commerce Retailer
724785,Female,18,9.4,Build muscle,5,2653,1004.43,Performance,E-commerce Retailer
867214,Female,19,6.8,Fat loss,1,1682,966.24,Performance,Physical Retailer
212816,Male,32,7.5,Endurance training,5,2241,937.67,Performance,Physical Retailer
228778,Female,29,6.2,Build muscle,4,2803,243.58,Accessories,Physical Retailer
686580,Male,32,6,Endurance training,4,2284,703.26,Outerwear,Physical Retailer
385977,Male,28,4.1,General health,1,1826,918.99,Performance,Physical Retailer
235230,Female,26,,Build muscle,1,2901,560.39,Accessories,Physical Retailer
818040,Male,23,6.6,Flexibility,4,1859,1134.97,Leisure,E-commerce Retailer
906741,Female,20,7.1000000000000005,Fat loss,2,1559,773.56,Accessories,Brand Website
369114,Female,27,7.6000000000000005,Build muscle,4,2701,645.48,Performance,Brand Website
434618,Female,20,6.4,Fat loss,1,1749,422.03,Footwear,Brand Website
932972,Male,35,5.8,Build muscle,1,2861,847.41,Yoga,E-commerce Retailer
251456,Male,32,3,General health,0,2380,699.42,Leisure,Physical Retailer
904449,Female,18,5,General health,1,2169,739.41,Performance,Physical Retailer
962312,Male,21,5.9,General health,0,2332,476.96,Leisure,Brand Website
205570,Male,25,5.9,Flexibility,2,1651,833.66,Footwear,Physical Retailer
370846,Male,28,6.9,General health,5,1901,852.44,Performance,Brand Website
100404,Female,20,5.5,Endurance training,0,2386,685.18,Outerwear,Physical Retailer
803286,Male,31,5,Build muscle,2,2987,354,Performance,Brand Website
374907,Female,23,6.2,Fat loss,1,1594,443.14,Accessories,E-commerce Retailer
773744,Female,18,,Build muscle,2,2945,737.7,Performance,Physical Retailer
815460,Male,24,6.9,General health,4,2028,843.75,Performance,E-commerce Retailer
984574,Male,29,8.100000000000001,Fat loss,4,1624,843.4,Footwear,Physical Retailer
765220,Other,33,6.5,Build muscle,1,2757,708.13,Leisure,Physical Retailer
335365,Female,23,7.699999999999999,Build muscle,4,2821,502.67,Leisure,Brand Website
442786,Female,31,6.8,Build muscle,5,2986,597.96,Outerwear,Physical Retailer
150612,Female,30,5.9,Fat loss,2,1868,612.68,Performance,Physical Retailer
910006,Male,22,7.6000000000000005,Fat loss,1,1925,871.21,Footwear,Physical Retailer
909956,Male,37,5,Endurance training,1,2235,856.63,Performance,E-commerce Retailer
300244,Male,24,,Fat loss,1,1661,772.69,Footwear,E-commerce Retailer
897348,Male,26,5.8,Endurance training,2,2041,1074.61,Leisure,E-commerce Retailer
104809,Male,27,5.7,Build muscle,3,2775,873.98,Outerwear,Brand Website
263273,Male,23,8.7,Build muscle,5,2852,654.75,Performance,Physical Retailer
808690,Male,24,7.2,Fat loss,1,1567,837.25,Footwear,Brand Website
244528,Female,21,8.5,Fat loss,4,1672,934.85,Footwear,Physical Retailer
606964,Female,27,5.5,Build muscle,0,2991,419.82,Performance,Physical Retailer
549613,Male,19,7.4,Build muscle,2,2830,963.39,Outerwear,Brand Website
138765,Female,42,5.9,Build muscle,5,2624,248.01,Performance,E-commerce Retailer
931538,Male,24,,Fat loss,1,1669,448.63,Leisure,Physical Retailer
416076,Female,25,5.7,Build muscle,4,2546,499.26,,Physical Retailer
943523,Male,23,7.6,Endurance training,4,2260,739.1,,Brand Website
646237,Other,24,7.9,General health,5,2016,647.34,Accessories,Physical Retailer
301152,Female,32,5.8,Build muscle,1,2804,361.41,Accessories,E-commerce Retailer
399888,Male,26,5,Flexibility,4,1623,829.27,,Physical Retailer
800903,Male,29,,Fat loss,0,1792,1049.79,Yoga,E-commerce Retailer
994751,Male,38,,Endurance training,1,2161,773.19,Leisure,Brand Website
192193,Male,19,6.1,Endurance training,3,2200,893.72,Outerwear,Physical Retailer
136187,Male,27,6.3,Endurance training,6,2453,920.74,Leisure,E-commerce Retailer
605950,Female,23,9.3,Fat loss,4,1901,886.73,Outerwear,Physical Retailer
238311,Male,28,8.4,Fat loss,4,1961,916.82,Performance,Brand Website
900921,Female,30,5.7,Build muscle,1,2774,732.43,Outerwear,Physical Retailer
608153,Female,24,8,Build muscle,4,2705,300.27,Yoga,Physical Retailer
289089,Male,22,6.4,Build muscle,1,2539,603.13,Performance,E-commerce Retailer
686165,Female,32,,Build muscle,1,2772,860.22,Accessories,E-commerce Retailer
536341,Male,20,5.7,Build muscle,1,2687,848.79,Performance,E-commerce Retailer
412066,Female,29,4.5,Build muscle,1,2854,458.94,Performance,Physical Retailer
718362,Male,22,7.3,General health,5,1892,918.67,Outerwear,Physical Retailer
787409,Other,26,6.3,General health,5,1841,534.4,Leisure,Physical Retailer
661419,Female,22,5.4,Flexibility,0,1964,464.3,Outerwear,E-commerce Retailer
740053,Male,34,4.7,Fat loss,0,1878,864.93,,E-commerce Retailer
960395,Male,27,6,General health,3,1906,966.61,Performance,Brand Website
731172,Female,32,4.7,General health,0,2127,622.08,Performance,Physical Retailer
225917,Female,28,6.699999999999999,Fat loss,3,1564,839.44,Footwear,Physical Retailer
910717,Male,32,5.7,Build muscle,1,2864,768.22,Footwear,Physical Retailer
399770,Male,30,4.5,Flexibility,1,1983,730.01,Footwear,Physical Retailer
798168,Female,32,6.5,Fat loss,1,1634,443.67,Footwear,Physical Retailer
581680,Male,21,7.699999999999999,Fat loss,1,1993,791.62,Footwear,Brand Website
381342,Female,18,7.2,Build muscle,4,2888,763.72,Performance,E-commerce Retailer
639542,Male,24,6.3999999999999995,Build muscle,2,2523,831,Performance,E-commerce Retailer
144238,Male,23,8,General health,7,2339,780.61,Yoga,E-commerce Retailer
101252,Female,22,6.2,Endurance training,1,2061,336.84,Accessories,Brand Website
926196,Male,32,5.9,Build muscle,4,2990,683.5,Performance,Physical Retailer
964141,Male,23,5.5,Build muscle,1,2772,941.24,Outerwear,Physical Retailer
585450,Male,25,5.4,Fat loss,2,1728,811.48,,Physical Retailer
415826,Male,27,7.4,Fat loss,2,1519,773.83,Outerwear,Physical Retailer
421638,Female,31,6.6,Build muscle,5,2502,691.66,Leisure,E-commerce Retailer
705605,Male,27,,General health,4,2220,600.21,Performance,Brand Website
427359,Female,19,7.1000000000000005,Build muscle,1,2717,958.9,Outerwear,E-commerce Retailer
702875,Female,21,6.3,Build muscle,1,2898,908.97,Yoga,E-commerce Retailer
106949,Female,24,6.2,Endurance training,1,2306,720.82,Performance,E-commerce Retailer
863185,Male,18,6.2,Build muscle,3,2931,914.47,Performance,E-commerce Retailer
417537,Male,22,6.3,General health,1,1935,938.37,Performance,Physical Retailer
828913,Female,29,4.5,General health,0,2314,753.09,Leisure,E-commerce Retailer
762301,Female,23,7.1,General health,4,1992,895.54,Performance,Physical Retailer
650222,Female,31,,Build muscle,1,2572,649.1,Outerwear,E-commerce Retailer
880722,Male,27,5.3,Build muscle,1,,587.48,Performance,Brand Website
555102,Male,28,6.7,Build muscle,4,2860,854.78,Leisure,Physical Retailer
437889,Female,22,8.4,Fat loss,3,1617,583.37,Footwear,Physical Retailer
576467,Female,35,5.4,General health,3,2465,764.68,Performance,Physical Retailer
456600,Female,31,4.3,General health,1,2008,789.13,Footwear,Physical Retailer
415557,Female,25,6.4,General health,4,1833,700.87,Accessories,Physical Retailer
983671,Female,28,5.5,Flexibility,4,2148,491.74,Performance,E-commerce Retailer
404462,Male,32,4.8,General health,1,2117,668.28,Leisure,Physical Retailer
350875,Male,24,7,Build muscle,1,2619,652.26,Performance,Physical Retailer
563389,Male,20,8.8,Build muscle,4,2614,782.93,Performance,Physical Retailer
170390,Male,29,3.7,Endurance training,1,2012,864.95,Footwear,Physical Retailer
807689,Female,32,5.5,Build muscle,2,2568,723.71,Footwear,Physical Retailer
353490,Male,28,7.4,Build muscle,4,2924,688.6,Performance,E-commerce Retailer